,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
2964,4,10,5,1974,1.0,43380,85.0,10.0,430500.0,430517.0,0.0,3.0,0.03
2965,4,17,6,1995,3.0,20410,19.0,98.7,2014245.0,1286805.0,727494.0,47.61,2.06
2966,2,6,7,2006,3.0,97855,99.0,29.9,2928099.0,1692497.0,1235672.0,77.43,0.72
2967,3,8,8,2004,6.0,41149,95.0,37.4,1539191.0,985379.0,553853.0,36.28,0.78
2969,2,6,7,1967,4.0,21168,66.0,25.4,508264.0,508285.0,0.0,3.54,0.06
2970,1,1,4,2002,27.0,179678,14.0,64.1,11509942.0,6112234.0,5397961.0,329.29,1.69
2971,1,1,10,1979,10.0,75070,15.0,52.1,3913410.0,3913573.0,0.0,27.28,0.14
2972,2,6,10,1988,3.0,48433,89.0,27.2,974179.0,974219.0,0.0,6.79,0.05
2973,4,17,10,1983,3.0,24696,87.0,33.6,618366.0,618391.0,0.0,4.31,0.07
2974,2,6,10,1979,4.0,20806,80.0,25.7,534110.0,534132.0,0.0,3.72,0.07
2975,3,8,4,2006,7.0,43142,44.0,32.8,1417044.0,1346882.0,70218.0,13.12,0.17
2978,3,8,0,2006,6.0,37877,11.0,48.8,1278437.0,976534.0,301943.0,22.84,0.49
2979,6,4,10,1956,1.0,45174,88.0,41.2,1860084.0,680712.0,1179400.0,67.38,1.43
2980,4,19,10,2002,1.0,24955,42.0,25.3,630653.0,310536.0,320130.0,19.17,0.71
2981,2,6,8,1995,4.0,62566,88.0,31.3,1359948.0,1360004.0,0.0,9.48,0.06
2982,3,8,2,1997,5.0,77501,66.0,35.8,2773779.0,1793648.0,980206.0,64.56,0.73
2983,2,6,10,1977,3.0,40362,96.0,19.9,699382.0,699411.0,0.0,4.88,0.05
2984,2,6,10,1973,4.0,25160,96.0,20.2,507277.0,507298.0,0.0,3.54,0.05
2985,2,6,10,1971,4.0,26254,71.0,24.2,634751.0,634777.0,0.0,4.43,0.06
2986,3,8,7,1968,7.0,40248,56.0,36.8,1486177.0,1486239.0,0.0,10.36,0.1
2987,2,6,4,2008,3.0,34629,61.0,24.9,862541.0,819973.0,42602.0,7.98,0.13
2989,2,6,4,1964,4.0,32366,86.0,25.9,838571.0,838606.0,0.0,5.85,0.07
2990,2,6,7,1957,3.0,27246,100.0,20.9,568904.0,343964.0,224955.0,14.35,0.47
2993,2,6,7,2006,3.0,145085,96.0,29.8,5615707.0,3456906.0,2158946.0,138.76,0.85
2994,2,6,3,1926,4.0,47276,81.0,28.9,1365778.0,858913.0,506901.0,32.91,0.62
2995,2,6,7,1910,4.0,22344,100.0,25.0,558239.0,218386.0,339862.0,19.57,0.83
2996,2,6,7,1957,3.0,22331,94.0,28.9,645927.0,410437.0,235507.0,15.37,0.61
2997,2,16,7,2006,3.0,56380,100.0,32.8,1301618.0,993164.0,308495.0,23.31,0.34
3000,2,6,7,1977,4.0,35835,94.0,26.8,755269.0,755300.0,0.0,5.27,0.06
3001,2,6,7,1968,4.0,30000,84.0,21.2,636087.0,636113.0,0.0,4.43,0.06
3002,2,6,7,1968,4.0,25959,56.0,27.0,701422.0,701451.0,0.0,4.89,0.07
3003,2,6,7,1968,4.0,25326,84.0,22.1,558709.0,558732.0,0.0,3.89,0.06
3004,2,6,7,1967,4.0,37086,87.0,20.5,760826.0,760858.0,0.0,5.3,0.05
3005,2,6,7,1969,4.0,56104,41.0,29.6,1661448.0,1661517.0,0.0,11.58,0.08
3006,2,6,7,1968,4.0,23705,62.0,29.0,1225404.0,1225454.0,0.0,8.54,0.14
3007,3,8,7,1970,5.0,28185,65.0,27.7,781890.0,781922.0,0.0,5.45,0.07
3008,3,8,7,1970,5.0,39900,90.0,22.0,876017.0,876053.0,0.0,6.11,0.06
3009,3,8,7,1968,5.0,40560,43.0,31.9,1293336.0,1293389.0,0.0,9.02,0.09
3010,3,8,7,1968,5.0,44687,74.0,25.8,1150926.0,1150974.0,0.0,8.02,0.07
3011,3,8,7,1973,5.0,32441,91.0,21.4,695346.0,695375.0,0.0,4.85,0.06
3012,3,8,7,1973,5.0,33466,86.0,22.9,766987.0,767018.0,0.0,5.35,0.06
3013,3,8,7,1973,5.0,36178,89.0,22.2,802755.0,802789.0,0.0,5.6,0.06
3014,2,6,7,1974,4.0,29588,83.0,23.7,700899.0,700928.0,0.0,4.89,0.06
3015,2,6,7,1974,4.0,34602,91.0,21.4,740386.0,740416.0,0.0,5.16,0.06
3016,2,6,7,1980,4.0,45057,65.0,26.0,1026921.0,1026964.0,0.0,7.16,0.06
3017,2,6,7,1968,4.0,32452,100.0,10.3,335477.0,335491.0,0.0,2.34,0.03
3019,4,4,8,1988,2.0,32961,57.0,56.0,1845068.0,793907.0,1051194.0,61.36,1.76
3020,2,6,8,1967,4.0,24800,59.0,26.9,666967.0,666994.0,0.0,4.65,0.07
3021,2,6,8,1986,3.0,28470,62.0,29.4,738830.0,738861.0,0.0,5.15,0.07
3022,3,8,12,2006,5.0,31299,39.0,31.4,984054.0,826097.0,157992.0,14.15,0.34
3024,2,6,7,1969,4.0,24444,92.0,21.1,514555.0,514577.0,0.0,3.59,0.06
3025,2,6,7,1978,4.0,27997,64.0,27.8,777094.0,777126.0,0.0,5.42,0.07
3026,2,6,6,1969,3.0,25268,77.0,25.9,573624.0,573648.0,0.0,4.0,0.06
3028,2,6,6,1997,4.0,63317,72.0,28.5,1353337.0,1353394.0,0.0,9.43,0.06
3029,2,6,6,1995,4.0,66300,83.0,28.8,1302636.0,1302690.0,0.0,9.08,0.05
3031,0,4,1,1950,1.0,109794,100.0,20.0,2195313.0,147497.0,2047822.0,109.79,0.99
3032,3,8,1,1989,5.0,38560,78.0,24.7,783561.0,783594.0,0.0,5.46,0.05
3037,4,17,4,1920,2.0,21228,64.0,37.7,799996.0,800029.0,0.0,5.58,0.1
3038,4,17,4,1920,3.0,23422,64.0,115.2,2698077.0,355020.0,2343071.0,126.92,5.35
3040,2,6,4,1926,3.0,40112,98.0,32.7,1310226.0,256863.0,1053374.0,57.74,1.41
3041,2,6,4,1924,3.0,25808,81.0,34.6,892086.0,512802.0,379306.0,23.72,0.83
3042,4,9,4,1998,5.0,53034,94.0,89.8,3299335.0,2093492.0,1205930.0,78.64,1.31
3043,3,8,1,1912,6.0,48700,94.0,31.4,1402227.0,637316.0,764937.0,45.07,0.87
3044,2,6,1,1904,3.0,25536,66.0,66.1,1688254.0,161669.0,1526592.0,82.2,3.19
3045,1,1,1,1972,12.0,93021,26.0,58.6,5122039.0,3919002.0,1203201.0,91.22,0.8
3046,2,6,1,1929,4.0,23616,67.0,51.7,1221801.0,205470.0,1016340.0,55.41,2.31
3047,2,6,1,1988,4.0,28080,54.0,31.2,776427.0,776459.0,0.0,5.41,0.07
3048,4,10,4,1920,2.0,23040,98.0,3.6,82824.0,76078.0,6749.0,0.89,0.02
3049,2,6,4,1910,3.0,20509,100.0,29.6,607373.0,237431.0,369951.0,21.3,0.99
3050,3,8,4,1910,6.0,74725,30.0,46.5,4023479.0,2203929.0,1819642.0,112.01,1.37
3051,4,10,4,1958,2.0,61880,69.0,9.2,571309.0,571332.0,0.0,3.98,0.02
3052,3,8,4,1940,5.0,50356,100.0,47.6,2396523.0,424218.0,1972322.0,107.71,2.1
3053,4,17,4,1925,2.0,27938,95.0,44.3,1180231.0,1177659.0,2621.0,8.35,0.12
3055,3,8,9,1991,5.0,64227,95.0,41.9,1977299.0,980026.0,997313.0,59.8,0.87
3056,3,8,9,2001,6.0,91916,83.0,32.1,1881389.0,1881467.0,0.0,13.12,0.05
3061,0,4,1,2000,2.0,30562,71.0,51.1,1563070.0,642342.0,920754.0,53.38,1.66
3062,2,6,6,1997,4.0,43422,20.0,47.6,1788999.0,1024386.0,764655.0,47.75,1.0
3063,4,14,3,2000,3.0,54969,76.0,60.5,3326999.0,2924100.0,403021.0,41.79,0.53
3065,2,6,1,1908,4.0,36546,82.0,26.3,820671.0,804574.0,16130.0,6.47,0.08
3066,3,8,4,2008,7.0,101530,53.0,44.9,4458703.0,2412969.0,2045834.0,125.48,1.13
3067,4,17,4,1958,3.0,25834,69.0,70.7,2248776.0,1261815.0,987013.0,61.22,2.16
3068,2,6,4,1962,4.0,26172,48.0,30.0,784584.0,784617.0,0.0,5.47,0.08
3069,2,6,4,1909,3.0,25920,79.0,28.5,737935.0,471055.0,266900.0,17.46,0.6
3070,2,6,10,1985,4.0,26112,97.0,21.0,548293.0,548316.0,0.0,3.82,0.06
3071,4,19,4,1929,1.0,37700,41.0,61.0,3185509.0,808579.0,2376964.0,131.88,3.41
3072,3,8,7,1980,5.0,62093,69.0,27.6,1460307.0,1460368.0,0.0,10.18,0.06
3073,2,6,1,1956,4.0,23856,62.0,28.3,674961.0,674989.0,0.0,4.71,0.08
3075,6,4,4,1925,2.0,27273,90.0,43.5,1186682.0,450300.0,736400.0,42.25,1.48
3077,2,6,8,1974,4.0,23888,61.0,27.3,652224.0,652251.0,0.0,4.55,0.07
3079,2,6,8,1997,4.0,23175,77.0,30.8,714287.0,465759.0,248548.0,16.45,0.62
3080,4,9,1,2004,6.0,97229,100.0,15.5,962577.0,962617.0,0.0,6.71,0.03
3081,3,8,1,1969,7.0,72716,30.0,40.8,2964206.0,2292797.0,671504.0,51.65,0.57
3084,4,17,10,1982,3.0,25111,81.0,38.6,853454.0,535906.0,317571.0,20.6,0.73
3085,3,8,10,2008,6.0,29216,46.0,31.3,913899.0,913937.0,0.0,6.37,0.08
3087,2,6,10,1989,3.0,23448,99.0,21.8,385719.0,385735.0,0.0,2.69,0.04
3089,2,6,12,1963,4.0,22984,49.0,28.1,645756.0,645783.0,0.0,4.5,0.08
3090,2,6,12,1968,4.0,26342,96.0,25.6,593042.0,593067.0,0.0,4.13,0.06
3091,2,6,7,1907,3.0,24329,65.0,91.4,2222906.0,352767.0,1870154.0,101.78,4.12
3093,3,8,4,1993,6.0,82519,72.0,40.8,2549892.0,1767550.0,782415.0,53.88,0.56
3094,3,8,7,1970,6.0,37843,95.0,39.3,1486270.0,555461.0,930833.0,53.31,1.35
3095,2,6,7,1984,3.0,35787,76.0,25.3,906909.0,906947.0,0.0,6.32,0.07
3096,4,19,7,1953,2.0,31805,15.0,47.4,1507168.0,377287.0,1129897.0,62.64,1.92
3097,4,4,7,1953,1.0,20811,82.0,57.6,1198630.0,522002.0,676649.0,39.58,1.79
3098,2,6,0,1986,4.0,28328,65.0,25.0,708928.0,708958.0,0.0,4.94,0.07
3099,5,10,5,1967,2.0,22058,1.0,88.0,1754069.0,774685.0,979416.0,57.42,2.45
3104,4,0,5,1971,1.0,28320,30.0,64.2,1817550.0,1048584.0,769010.0,48.15,1.54
3105,2,6,12,1964,3.0,26498,73.0,27.5,712149.0,712178.0,0.0,4.96,0.07
3108,2,6,10,1982,3.0,96869,87.0,28.9,2436403.0,2436503.0,0.0,16.99,0.07
3109,2,6,10,1986,3.0,51908,72.0,24.6,1264050.0,1264103.0,0.0,8.81,0.07
3110,2,6,10,1987,4.0,46339,70.0,25.1,1076693.0,1076738.0,0.0,7.51,0.06
3111,2,6,10,1987,4.0,43245,79.0,23.2,1004253.0,1004294.0,0.0,7.0,0.06
3112,2,6,10,1989,4.0,56800,60.0,29.8,1757541.0,1757614.0,0.0,12.25,0.08
3113,4,19,9,1955,1.0,29079,81.0,29.4,855670.0,474016.0,381674.0,23.58,0.74
3115,4,17,4,1982,3.0,28848,81.0,38.4,738990.0,739020.0,0.0,5.15,0.07
3116,2,6,11,1967,4.0,42816,54.0,30.0,1285055.0,1285108.0,0.0,8.96,0.08
3118,4,17,0,1988,2.0,20535,6.0,90.7,1976663.0,1263286.0,713429.0,46.7,2.01
3121,4,10,5,1965,1.0,30800,54.0,18.9,583205.0,583229.0,0.0,4.07,0.05
3123,3,8,8,2008,7.0,120520,97.0,22.6,2612378.0,2612486.0,0.0,18.21,0.06
3125,2,6,8,1970,2.0,30984,19.0,37.7,1167813.0,1167861.0,0.0,8.14,0.1
3127,3,8,3,1908,7.0,159840,1.0,115.7,14719018.0,7702497.0,7016839.0,426.36,2.46
3128,2,6,11,2008,4.0,43732,8.0,79.4,3473109.0,854890.0,2618255.0,145.02,3.23
3130,4,10,5,1922,1.0,37400,79.0,23.4,876958.0,842878.0,34115.0,7.69,0.11
3131,2,6,11,1960,4.0,21200,87.0,24.3,515025.0,515047.0,0.0,3.59,0.06
3132,2,6,11,1960,4.0,21200,85.0,24.8,525987.0,526009.0,0.0,3.67,0.07
3134,2,6,4,2006,4.0,74202,100.0,25.2,1432778.0,1096173.0,336651.0,25.52,0.28
3135,4,5,3,2000,11.0,268130,89.0,58.1,15571642.0,15535696.0,36591.0,110.24,0.16
3136,4,17,3,2000,11.0,68452,81.0,53.6,3670298.0,3670451.0,0.0,25.59,0.14
3137,4,5,3,2000,11.0,273185,89.0,49.6,13969552.0,13970130.0,0.0,97.39,0.14
3138,4,4,9,1924,3.0,97500,97.0,37.1,3612830.0,890897.0,2721970.0,150.77,1.51
3139,4,17,7,1982,5.0,54015,65.0,64.0,3455247.0,3455391.0,0.0,24.09,0.17
3141,3,8,4,2009,6.0,436196,76.0,34.6,7762038.0,6773633.0,988684.0,99.73,0.16
3143,3,8,6,2012,6.0,198233,95.0,38.1,5647146.0,3306770.0,2340513.0,147.36,0.67
3144,1,1,3,2011,17.0,176043,91.0,36.4,5747645.0,3585492.0,2162300.0,139.83,0.71
3145,3,8,12,2011,5.0,63597,90.0,32.5,2065554.0,1170291.0,895312.0,55.71,0.8
3147,3,8,3,1925,5.0,37804,58.0,69.9,2641404.0,537566.0,2103861.0,115.48,2.99
3148,2,9,9,2008,4.0,257248,100.0,22.9,5481995.0,3894820.0,1587336.0,111.45,0.37
3149,4,5,3,1982,24.0,119701,62.0,74.2,8878186.0,8878556.0,0.0,61.89,0.2
3153,3,8,6,2000,6.0,79684,81.0,41.2,3306123.0,2330868.0,975351.0,68.05,0.73
3154,2,6,7,2004,4.0,22625,95.0,40.7,919739.0,469504.0,450254.0,27.19,1.11
3155,4,14,3,1991,3.0,103000,100.0,21.5,2218249.0,1723361.0,494960.0,38.3,0.3
3156,4,18,12,2008,1.0,37864,57.0,218.9,8286855.0,5646757.0,2640334.0,179.59,4.1
3157,4,18,4,1950,2.0,66497,91.0,129.5,8610878.0,8402354.0,208873.0,69.67,0.5
3158,4,14,7,2006,4.0,34010,4.0,109.1,3467070.0,3467214.0,0.0,24.17,0.27
3159,4,18,7,2006,4.0,45980,81.0,182.3,8381744.0,5260765.0,3121197.0,202.44,3.91
3160,3,8,7,1970,5.0,34728,45.0,31.5,1094166.0,1094211.0,0.0,7.63,0.08
3161,3,8,7,1970,5.0,34480,87.0,22.7,782202.0,782234.0,0.0,5.45,0.06
3162,4,14,4,1996,3.0,45743,85.0,127.4,5762597.0,4603303.0,1159486.0,93.67,1.61
3163,2,6,10,1984,4.0,56800,73.0,35.5,2017423.0,1262131.0,755344.0,48.91,0.77
3166,4,10,5,1904,4.0,72859,54.0,20.9,1524499.0,1398078.0,126479.0,16.46,0.14
3167,6,4,11,2009,2.0,138705,88.0,33.6,4665069.0,2820186.0,1845000.0,117.65,0.76
3168,2,6,2,2002,3.0,20000,85.0,23.4,555709.0,555732.0,0.0,3.87,0.07
3169,1,1,4,2012,17.0,236148,71.0,46.9,9085924.0,5371172.0,3714976.0,234.75,0.9
3170,4,9,5,2004,3.0,21947,27.0,57.3,1541879.0,929695.0,612223.0,39.0,1.59
3174,4,17,3,1985,6.0,70796,64.0,59.6,4385512.0,4385694.0,0.0,30.57,0.17
3175,4,14,4,1916,2.0,140823,30.0,86.2,13586070.0,13325914.0,260710.0,106.74,0.35
3176,2,6,7,1968,4.0,24386,70.0,24.7,603420.0,603445.0,0.0,4.21,0.07
3178,2,6,5,1968,4.0,35796,60.0,28.6,1024866.0,1024909.0,0.0,7.14,0.08
3179,2,6,10,1990,4.0,43228,95.0,20.8,897994.0,898031.0,0.0,6.26,0.06
3180,2,6,10,1990,4.0,43228,100.0,14.7,637246.0,637273.0,0.0,4.44,0.04
3182,4,18,8,2011,1.0,51400,75.0,224.6,11645414.0,6963103.0,4682600.0,297.23,5.2
3183,3,8,7,2011,6.0,290520,85.0,33.7,6860521.0,3895502.0,2965179.0,184.64,0.58
3184,3,9,4,2010,6.0,184980,90.0,49.1,6419090.0,4394913.0,2024358.0,138.15,0.64
3185,4,17,6,1993,1.0,26263,54.0,69.3,1821047.0,1821122.0,0.0,12.7,0.19
3187,2,6,9,2011,3.0,31930,92.0,24.0,766381.0,766412.0,0.0,5.34,0.06
3189,3,8,9,2011,6.0,39636,47.0,41.3,1691963.0,1690312.0,1721.0,11.87,0.12
3190,2,6,9,2011,3.0,29646,90.0,23.9,710816.0,710846.0,0.0,4.96,0.06
3191,2,6,4,1927,3.0,29656,89.0,28.7,851439.0,509621.0,341839.0,21.71,0.66
3192,3,8,3,1927,5.0,39493,2.0,151.4,4952487.0,1401091.0,3551454.0,198.38,4.87
3194,3,8,1,2011,5.0,140254,94.0,35.9,4424263.0,3136246.0,1288147.0,90.28,0.55
3195,2,6,9,1947,3.0,38264,42.0,47.9,1834204.0,742268.0,1091967.0,63.17,1.57
3198,3,8,4,2012,6.0,102696,98.0,24.9,2557533.0,1940559.0,617055.0,46.3,0.37
3200,3,8,1,2012,6.0,57495,97.0,28.9,1435915.0,927158.0,508796.0,33.49,0.51
3203,4,5,6,2012,11.0,526423,98.0,40.8,16614404.0,16044395.0,570676.0,142.16,0.14
3204,4,9,3,1902,6.0,74211,97.0,22.0,1391569.0,1391627.0,0.0,9.7,0.05
3205,3,8,1,2012,6.0,174654,69.0,29.3,3789270.0,3553292.0,236126.0,37.31,0.13
3206,4,10,11,1988,2.0,45700,99.0,5.1,1507270.0,1443930.0,63400.0,13.43,0.16
3207,6,4,7,1952,1.0,116101,65.0,54.6,6344171.0,1301302.0,5042923.0,276.9,2.34
3208,3,8,0,2012,6.0,177528,100.0,31.9,4109358.0,2638504.0,1470963.0,96.52,0.48
3210,3,8,4,2011,6.0,153767,99.0,27.2,4180298.0,2779993.0,1400420.0,93.76,0.53
3211,3,8,7,2012,6.0,43762,97.0,23.5,653672.0,653699.0,0.0,4.56,0.04
3213,3,8,4,2012,7.0,224577,100.0,28.9,7794869.0,5218881.0,2576204.0,173.2,0.67
3214,4,5,5,2012,6.0,157345,91.0,45.8,7205135.0,7069944.0,135486.0,56.48,0.17
3216,2,6,11,2012,4.0,43210,62.0,40.1,1731955.0,1115148.0,616854.0,40.53,0.83
3218,2,6,7,2012,4.0,74964,99.0,26.5,1983509.0,864448.0,1119097.0,65.46,0.82
3219,2,6,7,2012,3.0,21753,41.0,37.3,812422.0,649395.0,163054.0,13.19,0.48
3223,3,8,7,2012,7.0,119219,99.0,22.8,3000864.0,1649538.0,1351395.0,83.27,0.64
3224,3,8,7,2012,7.0,334785,95.0,37.6,9734014.0,5163406.0,4570823.0,278.75,0.77
3225,3,8,9,2012,7.0,74421,38.0,61.3,3682374.0,2079750.0,1602710.0,99.62,1.22
3227,1,1,3,2013,16.0,194228,60.0,39.7,8043269.0,6815002.0,1228548.0,112.76,0.43
3228,2,6,6,2012,4.0,31962,92.0,33.4,994171.0,994212.0,0.0,6.93,0.08
3229,2,6,10,2012,4.0,54771,77.0,46.5,2443284.0,1248419.0,1194917.0,72.16,1.22
3230,2,6,2,2013,4.0,27950,49.0,75.2,2100766.0,984990.0,1115816.0,66.13,2.21
3231,4,14,7,1918,3.0,43832,67.0,87.3,3678939.0,1452219.0,2226780.0,128.39,2.79
3233,3,8,6,2013,6.0,41502,82.0,51.8,2236406.0,902251.0,1334192.0,77.15,1.77
3234,3,8,4,2013,7.0,88974,95.0,28.1,2518993.0,1753835.0,765231.0,52.87,0.51
3235,3,8,6,1920,5.0,43998,100.0,31.5,1007650.0,42652.0,965000.0,51.55,1.17
3236,3,16,10,2012,7.0,120000,100.0,38.7,4640758.0,3101125.0,1539761.0,103.39,0.75
3237,2,6,7,2013,4.0,108872,90.0,26.8,2311532.0,2311628.0,0.0,16.11,0.06
3238,4,18,12,2011,1.0,80980,80.0,222.7,14981114.0,9085851.0,5895640.0,376.46,4.17
3239,4,5,3,1988,13.0,358259,81.0,62.5,14935251.0,14090968.0,844867.0,143.1,0.23
3240,3,8,7,2013,6.0,21762,99.0,32.8,992139.0,662106.0,330060.0,22.15,0.89
3241,4,19,9,2008,2.0,70292,35.0,25.5,1789710.0,1099003.0,690753.0,44.35,0.56
3242,3,8,1,2013,6.0,38407,58.0,31.2,1364344.0,1364401.0,0.0,9.51,0.09
3246,4,17,1,2013,6.0,41929,100.0,11.7,562479.0,562503.0,0.0,3.92,0.04
3247,3,8,9,2013,6.0,84577,90.0,47.5,1848074.0,1160158.0,687964.0,44.63,0.47
3248,3,8,3,2013,8.0,53708,79.0,52.9,4961405.0,2327657.0,2633844.0,156.11,2.72
3249,2,6,0,2013,4.0,56184,91.0,30.9,1128912.0,809415.0,319530.0,22.61,0.34
3250,3,8,4,2013,6.0,31981,100.0,27.1,865771.0,865807.0,0.0,6.04,0.07
3251,1,1,3,2013,24.0,295754,57.0,41.7,10249433.0,5912051.0,4337628.0,271.58,0.83
3252,3,8,4,2013,6.0,24457,99.0,29.1,1093627.0,708894.0,384763.0,25.38,0.91
3253,3,8,4,2013,6.0,51424,98.0,25.2,1296959.0,1271009.0,26003.0,10.24,0.09
3254,3,8,10,2013,5.0,198202,100.0,31.0,6146350.0,3493385.0,2653111.0,165.26,0.76
3255,4,17,7,2013,3.0,83533,100.0,16.5,1377184.0,1377241.0,0.0,9.6,0.04
3256,3,8,2,2013,6.0,227672,76.0,22.1,5037781.0,4758982.0,278996.0,47.99,0.12
3257,4,17,3,2013,3.0,64578,72.0,51.1,2401148.0,2343683.0,57562.0,19.4,0.14
3258,2,6,6,2013,4.0,28200,30.0,29.4,764008.0,764040.0,0.0,5.33,0.07
3259,2,6,0,2013,4.0,83999,99.0,27.0,2271263.0,1375609.0,895711.0,57.16,0.61
3260,4,3,0,2013,4.0,62381,57.0,60.2,3625434.0,3625585.0,0.0,25.27,0.16
3261,2,6,10,2013,4.0,49970,67.0,31.8,1188444.0,1188493.0,0.0,8.29,0.06
3262,1,1,3,2013,13.0,161722,63.0,36.1,4828599.0,3884928.0,943833.0,77.21,0.37
3263,3,8,9,2013,7.0,305925,100.0,23.6,7220201.0,5840631.0,1379811.0,114.0,0.29
3265,2,6,7,2013,4.0,29158,100.0,26.0,814403.0,497157.0,317267.0,20.32,0.62
3266,2,6,11,2013,4.0,87958,94.0,28.0,2646130.0,1581837.0,1064359.0,67.56,0.69
3267,4,16,1,2013,6.0,79805,28.0,92.3,7369591.0,4670464.0,2699320.0,175.92,1.95
3269,4,4,10,2014,2.0,48925,72.0,34.7,2202114.0,1433150.0,769023.0,50.83,0.91
3270,3,8,6,2013,7.0,229742,94.0,33.4,5900023.0,3712615.0,2187563.0,142.06,0.55
3271,4,4,4,2014,2.0,35780,67.0,54.4,2066665.0,1375705.0,691017.0,46.29,1.13
3275,2,6,1,2014,4.0,122941,95.0,32.8,1985171.0,1985253.0,0.0,13.84,0.04
3276,4,5,5,2014,7.0,324765,100.0,16.4,3141319.0,2848002.0,293435.0,35.44,0.07
3277,3,8,6,2014,7.0,145716,97.0,30.5,3486368.0,2178664.0,1307794.0,84.64,0.52
3278,2,6,6,2014,4.0,34723,62.0,47.4,1645942.0,1255560.0,390434.0,29.49,0.69
3279,3,8,4,2014,6.0,55113,100.0,26.9,1130960.0,1131007.0,0.0,7.88,0.05
3280,3,8,7,2014,7.0,209583,95.0,20.8,5696695.0,3778667.0,1918183.0,128.22,0.53
3282,1,1,3,2014,25.0,237186,46.0,62.7,11353672.0,7033239.0,4320725.0,278.5,1.05
3283,2,6,4,2014,3.0,93179,95.0,31.0,1972491.0,1282495.0,690049.0,45.59,0.43
3284,3,8,10,2014,6.0,292376,100.0,18.2,9387211.0,5556693.0,3830747.0,242.19,0.75
3285,3,8,12,2014,7.0,137068,99.0,42.8,3021669.0,1786430.0,1235313.0,78.06,0.51
3286,3,8,4,2014,7.0,97104,58.0,45.0,3002337.0,1755357.0,1247053.0,78.47,0.73
3287,3,8,8,2014,6.0,447915,100.0,26.8,8386493.0,5308351.0,3078361.0,200.5,0.4
3288,3,8,9,2014,6.0,84891,100.0,24.1,2270531.0,1265813.0,1004771.0,62.19,0.67
3289,3,8,3,2014,7.0,47343,99.0,28.5,1350190.0,618684.0,731531.0,43.16,0.86
3290,3,8,5,2014,5.0,78756,84.0,26.9,1501767.0,1329613.0,172209.0,18.41,0.16
3291,3,8,0,2014,8.0,439262,99.0,32.8,9569715.0,7028329.0,2541677.0,183.98,0.35
3292,3,8,4,2014,6.0,123075,95.0,33.6,2775717.0,1792431.0,983359.0,64.72,0.46
3296,3,8,5,2014,6.0,45167,97.0,25.6,975431.0,725193.0,250268.0,18.35,0.34
3297,1,1,4,2014,32.0,434839,84.0,35.8,9212950.0,6774220.0,2439010.0,176.76,0.34
3298,1,1,3,2014,13.0,201839,94.0,37.2,4934334.0,3627154.0,1307329.0,94.72,0.39
3299,3,9,7,2014,5.0,233528,100.0,22.3,3437441.0,1717690.0,1719822.0,103.31,0.41
3303,3,8,3,2014,7.0,135643,99.0,27.8,2910252.0,2090702.0,819636.0,58.11,0.36
3304,2,6,9,2013,2.0,31928,44.0,32.0,1021130.0,1021172.0,0.0,7.12,0.09
3309,4,18,0,2010,8.0,41198,64.0,167.0,6879291.0,6287291.0,592260.0,75.28,1.17
3310,3,8,0,2013,6.0,317814,95.0,31.2,7133222.0,4363802.0,2769600.0,177.51,0.5
3312,3,8,7,2014,5.0,118344,98.0,20.2,1989387.0,1989470.0,0.0,13.87,0.04
3314,4,5,6,2014,6.0,427181,99.0,39.2,16730779.0,14692982.0,2038408.0,210.69,0.35
3315,1,1,3,2014,26.0,619416,94.0,47.8,21346100.0,11847413.0,9499177.0,587.09,0.87
3316,1,1,3,2014,26.0,269065,97.0,37.8,7335341.0,4838113.0,2497430.0,166.37,0.54
3317,3,8,4,2013,6.0,83296,86.0,36.3,1912719.0,1274229.0,638543.0,42.8,0.45
3318,2,6,7,2014,4.0,112264,65.0,28.4,2503948.0,2504052.0,0.0,17.46,0.06
3320,3,8,6,2014,7.0,94909,99.0,32.6,2208518.0,1425788.0,782789.0,51.51,0.48
3321,3,8,4,2013,7.0,118800,96.0,46.7,3744483.0,1567602.0,2176946.0,126.55,1.01
3323,3,9,4,2012,6.0,158967,80.0,43.4,4608963.0,3347448.0,1261653.0,90.34,0.48
3324,3,8,9,2014,7.0,42905,96.0,50.5,1612392.0,1143639.0,468800.0,32.87,0.65
3326,3,8,0,2014,7.0,418285,100.0,18.3,7641887.0,5635043.0,2007079.0,145.88,0.29
3327,3,8,9,2014,7.0,82087,100.0,19.9,1634334.0,1634402.0,0.0,11.39,0.05
3328,3,8,7,2014,8.0,31990,99.0,30.6,980073.0,585923.0,394175.0,25.02,0.7
3329,2,6,6,2014,4.0,182378,99.0,28.9,3869754.0,2316379.0,1553471.0,98.65,0.49
3330,3,8,8,2014,5.0,313595,93.0,40.7,6677698.0,4593459.0,2084429.0,142.73,0.39
3331,3,8,4,2014,7.0,62049,19.0,56.6,1725773.0,1672549.0,53294.0,14.49,0.12
3332,2,6,4,2014,4.0,43566,67.0,25.9,1130168.0,1130215.0,0.0,7.88,0.07
3333,3,8,6,2014,6.0,81993,85.0,36.6,2558573.0,1469433.0,1089201.0,68.09,0.75
